TABLE NO.  1
 H011            H021            G011            G021            G031            G041            D_EPSETA1_1_    D_EPSETA1_2_    D_EPSETA1_3_    D_EPSETA1_4_    D_EPSETA2_1_    D_EPSETA2_2_    D_EPSETA2_3_    D_EPSETA2_4_
  0.00000000E+00  1.00000000E+00 -0.00000000E+00 -0.00000000E+00  7.04564728E-01  0.00000000E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  1.00000000E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  2.23763568E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.79142987E+01  0.00000000E+00 -1.62405505E-01 -1.77189382E+01  0.00000000E+00  0.00000000E+00 -1.62405505E-01 -1.77189382E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  2.91609625E+01  0.00000000E+00 -9.44840362E+00 -1.95177092E+01  0.00000000E+00  0.00000000E+00 -9.44840362E+00 -1.95177092E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  1.00000000E+00 -0.00000000E+00 -0.00000000E+00  7.04564728E-01  0.00000000E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  1.00000000E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  2.23763568E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.12479933E+01  0.00000000E+00 -1.05869596E-01 -1.13794161E+01  0.00000000E+00  0.00000000E+00 -1.05869596E-01 -1.13794161E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  2.13358202E+01  0.00000000E+00 -4.50323160E+00 -1.66497888E+01  0.00000000E+00  0.00000000E+00 -4.50323160E+00 -1.66497888E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  3.07143666E+01  0.00000000E+00 -1.09343192E+01 -1.88620376E+01  0.00000000E+00  0.00000000E+00 -1.09343192E+01 -1.88620376E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  1.00000000E+00 -0.00000000E+00 -0.00000000E+00  7.04564728E-01  0.00000000E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  1.00000000E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  2.23763568E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.77817072E+01  0.00000000E+00 -1.22343856E-01 -1.75822042E+01  0.00000000E+00  0.00000000E+00 -1.22343856E-01 -1.75822042E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  2.27302563E+01  0.00000000E+00 -6.67151175E+00 -1.63956128E+01  0.00000000E+00  0.00000000E+00 -6.67151175E+00 -1.63956128E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  2.74501499E+01  0.00000000E+00 -1.06678833E+01 -1.73636189E+01  0.00000000E+00  0.00000000E+00 -1.06678833E+01 -1.73636189E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  1.00000000E+00 -0.00000000E+00 -0.00000000E+00  7.04564728E-01  0.00000000E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  1.00000000E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  2.23763568E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  2.04798208E+01  0.00000000E+00 -1.71120102E-01 -2.02922975E+01  0.00000000E+00  0.00000000E+00 -1.71120102E-01 -2.02922975E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  2.46339159E+01  0.00000000E+00 -5.49443076E+00 -1.90989662E+01  0.00000000E+00  0.00000000E+00 -5.49443076E+00 -1.90989662E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  3.04256762E+01  0.00000000E+00 -1.21081086E+01 -1.82466030E+01  0.00000000E+00  0.00000000E+00 -1.21081086E+01 -1.82466030E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  1.00000000E+00 -0.00000000E+00 -0.00000000E+00  7.04564728E-01  0.00000000E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  1.00000000E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  2.23763568E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.47382912E+01  0.00000000E+00 -1.16503549E-01 -1.45237343E+01  0.00000000E+00  0.00000000E+00 -1.16503549E-01 -1.45237343E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.79989001E+01  0.00000000E+00 -3.51530388E+00 -1.47504374E+01  0.00000000E+00  0.00000000E+00 -3.51530388E+00 -1.47504374E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  2.23945822E+01  0.00000000E+00 -8.10205592E+00 -1.50518348E+01  0.00000000E+00  0.00000000E+00 -8.10205592E+00 -1.50518348E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  1.00000000E+00 -0.00000000E+00 -0.00000000E+00  7.04564728E-01  0.00000000E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  1.00000000E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  2.23763568E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.87032915E+01  0.00000000E+00 -1.39094145E-01 -1.81104197E+01  0.00000000E+00  0.00000000E+00 -1.39094145E-01 -1.81104197E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  2.25274081E+01  0.00000000E+00 -4.58120331E+00 -1.78525727E+01  0.00000000E+00  0.00000000E+00 -4.58120331E+00 -1.78525727E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  2.85669611E+01  0.00000000E+00 -1.12853281E+01 -1.77248307E+01  0.00000000E+00  0.00000000E+00 -1.12853281E+01 -1.77248307E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  1.00000000E+00 -0.00000000E+00 -0.00000000E+00  7.04564728E-01  0.00000000E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  1.00000000E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  2.23763568E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.81833873E+01  0.00000000E+00 -1.69748765E-01 -1.78562819E+01  0.00000000E+00  0.00000000E+00 -1.69748765E-01 -1.78562819E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  2.24094373E+01  0.00000000E+00 -6.12316393E+00 -1.63794980E+01  0.00000000E+00  0.00000000E+00 -6.12316393E+00 -1.63794980E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  2.66242009E+01  0.00000000E+00 -1.34305037E+01 -1.36033456E+01  0.00000000E+00  0.00000000E+00 -1.34305037E+01 -1.36033456E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  1.00000000E+00 -0.00000000E+00 -0.00000000E+00  7.04564728E-01  0.00000000E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  1.00000000E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  2.23763568E+00 -0.00000000E+00 -0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
